ts_iso,brightness_percent,score,reads,errors,error_rate,mean_hz,dt_jitter_std_s,mean_speed_counts_s
2026-04-21T17:17:28.171,20.0,4.8671534525325875,9,0,0.0,5.673987200977689,0.16577117535204722,35.04536356407583
2026-04-21T17:17:30.660,40.0,1.2171394692749287,3,0,0.0,1.6774724746557852,0.3782089209998958,2.8075221449355343
2026-04-21T17:17:32.200,60.0,4.137598072129314,8,0,0.0,4.807127513128749,0.1618159689094398,10.906895246914956
